Mã nhóm ngành,Nhóm ngành,Mã phân ngành,Phân ngành,Mã xét tuyển,Tên Ngành
748,Máy tính và công nghệ thông tin,74801,Máy tính,K7480101T,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480201,Khoa học máy tính
746,Toán và thống kê,74601,Toán học,MI1,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340302_409C,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101C,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_TTNT,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340302_409,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,F7480101,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,TROY-IT,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340302,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,FA7480101,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480102,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_QT,Khoa học máy tính
731,Khoa học xã hội và hành vi,73106,Khu vực học,7310630,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7420201C,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,ICT-TN,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,106,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101_TT,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,206,Khoa học máy tính
746,Toán và thống kê,74601,Toán học,QHT02,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7340302CL,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,XDA28,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,TROY-ITy,Khoa học máy tính
746,Toán và thống kê,74601,Toán học,7460117,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,CN8,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,XDA17,Khoa học máy tính
748,Máy tính và công nghệ thông tin,74801,Máy tính,7480101K,Khoa học máy tính
744,Khoa học tự nhiên,74403,Khoa học môi trường,7440301_BT,Khoa học môi trường
744,Khoa học tự nhiên,74403,Khoa học môi trường,7440301_CLC,Khoa học môi trường
744,Khoa học tự nhiên,74403,Khoa học môi trường,HVN15,Khoa học môi trường
744,Khoa học tự nhiên,74403,Khoa học môi trường,QHT13,Khoa học môi trường
744,Khoa học tự nhiên,74403,Khoa học môi trường,QHT45,Khoa học môi trường
744,Khoa học tự nhiên,74403,Khoa học môi trường,ENV1,Khoa học môi trường
744,Khoa học tự nhiên,74403,Khoa học môi trường,7440301,Khoa học môi trường
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,QHX07,Khoa học quản lý
734,Kinh doanh và quản lý,73401,Kinh doanh,POHE6,Khoa học quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340401,Khoa học quản lý
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,QHX41,Khoa học quản lý
790,Khác,-,-,QHT91,Khoa học thông tin địa không gian
732,Báo chí và thông tin,73202,Thông tin - Thư viện,7320201,Khoa học thư viện
762,"Nông, lâm nghiệp và thủy sản",76203,Thủy sản,7620303,Khoa học thủy sản
754,Sản xuất và chế biến,75401,"Chế biến lương thực, thực phẩm và đồ uống",7540101,Khoa học và Công nghệ Thực phẩm
754,Sản xuất và chế biến,75401,"Chế biến lương thực, thực phẩm và đồ uống",QHT96,Khoa học và Công nghệ Thực phẩm
772,Sức khỏe,77206,Kỹ thuật Y học,7720601,Khoa học và Công nghệ Y khoa
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480204,Khoa học và Kỹ thuật máy tính
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480204DT,Khoa học và Kỹ thuật máy tính
748,Máy tính và công nghệ thông tin,74802,Công nghệ thông tin,7480204SE,Khoa học và Kỹ thuật máy tính
744,Khoa học tự nhiên,74401,Khoa học vật chất,QHT04,Khoa học vật liệu
744,Khoa học tự nhiên,74401,Khoa học vật chất,7440122,Khoa học vật liệu
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620103,Khoa học đất
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,QHT14,Khoa học đất
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,HVN11,Khoa học đất
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620102H,Khuyến nông
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620102,Khuyến nông
744,Khoa học tự nhiên,74402,Khoa học trái đất,7440299,Khí tượng thủy văn biển
744,Khoa học tự nhiên,74402,Khoa học trái đất,QHT16,Khí tượng và khí hậu học
744,Khoa học tự nhiên,74402,Khoa học trái đất,7440221,Khí tượng và khí hậu học
772,Sức khỏe,77206,Kỹ thuật Y học,7720699,Khúc xạ nhãn khoa
772,Sức khỏe,77206,Kỹ thuật Y học,7720699TP,Khúc xạ nhãn khoa
772,Sức khỏe,77206,Kỹ thuật Y học,7720699TQ,Khúc xạ nhãn khoa
742,Khoa học sự sống,74202,Sinh học ứng dụng,7420207,Khối ngành Khoa học sức khỏe
746,Toán và thống kê,74601,Toán học,7460117,Khối ngành Toán - Tin học
746,Toán và thống kê,74601,Toán học,MI1,Khối ngành Toán - Tin học
746,Toán và thống kê,74601,Toán học,MI1y,Khối ngành Toán - Tin học
746,Toán và thống kê,74601,Toán học,QHT02,Khối ngành Toán - Tin học
734,Kinh doanh và quản lý,73404,Quản trị - Quản lý,7340405,Khối ngành quản lý (chương trình đại trà) -Hệ thống thông tin quản lý
734,Kinh doanh và quản lý,73490,Kinh doanh và quản lý - Khác,EP01,Khởi nghiệp và phát triển kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120Q,Kinh doanh
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7480101,Kinh doanh nông nghiệp
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620114,Kinh doanh nông nghiệp
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620114H,Kinh doanh nông nghiệp
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,IT1,Kinh doanh nông nghiệp
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7520114,Kinh doanh nông nghiệp
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120_01,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,TM36,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,IB03,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340101LK,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,K7340120L,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120_408CA,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,FBE6,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,IB01,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120_TATP,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120_408,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,HQT06,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120_408C,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120Q,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120_TH,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,FA7340120,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,F7340120,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120_408E,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120H,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120D,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,TM11,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120K,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120C,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,QHQ01,Kinh doanh quốc tế
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,IB02,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120,Kinh doanh quốc tế
734,Kinh doanh và quản lý,73401,Kinh doanh,NTH02,Kinh doanh quốc tế và Quản trị kinh doanh
734,Kinh doanh và quản lý,73401,Kinh doanh,A409,Kinh doanh quốc tế và logistics
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120A409,Kinh doanh quốc tế và logistics
734,Kinh doanh và quản lý,73402,Tài chính - Ngân hàng - Bảo hiểm,7340202QN,Kinh doanh quốc tế và logistics
734,Kinh doanh và quản lý,73401,Kinh doanh,EP05,Kinh doanh số
734,Kinh doanh và quản lý,73401,Kinh doanh,7340121DKK,Kinh doanh thương mại
734,Kinh doanh và quản lý,73401,Kinh doanh,7340121,Kinh doanh thương mại
734,Kinh doanh và quản lý,73401,Kinh doanh,7340123,Kinh doanh thời trang và Dệt may
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620119,Kinh doanh và khởi nghiệp nông thôn
732,Báo chí và thông tin,73204,Xuất bản - Phát hành,7320402A,Kinh doanh xuất bản phẩm
732,Báo chí và thông tin,73204,Xuất bản - Phát hành,7320402,Kinh doanh xuất bản phẩm
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310113,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,7580301H,Kinh tế
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7906425,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106_1,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,758030103,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,A408,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_401C,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101-1,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106_402C,Kinh tế
714,Khoa học giáo dục và đào tạo giáo viên,71401,Khoa học giáo dục,7140199,Kinh tế
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,EM1,Kinh tế
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010401,Kinh tế
785,Môi trường và bảo vệ môi trường,78501,Quản lý tài nguyên và môi trường,7850102,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GHA-03,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GHA-05,Kinh tế
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010402,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GHA-35,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,758030101,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,758030101H,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GHA-28,Kinh tế
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620115H,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,75803011,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GHA-24,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GHA-25,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GHA-34,Kinh tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340113,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_403C,Kinh tế
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840104,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,527,Kinh tế
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840104H,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,QHE44,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,HVN01,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310106_402,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7903124QT,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,EP13,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GTADCKX1,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,TM13,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_1,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_2,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_3,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310109E,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_01,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310109,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_03,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_02,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,QHE43,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,7580301,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,HVN12,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101C,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,528,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310102,Kinh tế
731,Khoa học xã hội và hành vi,73102,Khoa học chính trị,529,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,H401,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,75803012,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,ECON01,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,TM33,Kinh tế
762,"Nông, lâm nghiệp và thủy sản",76201,Nông nghiệp,7620115E,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310115,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,TC12,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101CL,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,NTS01,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310104,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,NTH09,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,QHE45,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,HVN13,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310112,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_403_BT,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101E,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,D401,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101B,Kinh tế
758,Kiến trúc và xây dựng,75803,Quản lý xây dựng,7580301CLC,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,D402,Kinh tế
784,Dịch vụ vận tải,78401,Khai thác vận tải,7840104D401,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310101_403,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,H402,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,HQT03,Kinh tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120H402,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7220201,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GSA-14,Kinh tế
784,Dịch vụ vận tải,78401,Khai thác vận tải,784010401H,Kinh tế
751,Công nghệ kỹ thuật,75106,Quản lý công nghiệp,7510604,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,TLA401,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,7310105,Kinh tế
731,Khoa học xã hội và hành vi,73101,Kinh tế học,GSA-10,Kinh tế
734,Kinh doanh và quản lý,73401,Kinh doanh,7340120D402,Kinh tế
